date (yyyy-MM-dd HH:mm:ss),U (kt),V (kt)
2023-05-04 15:09:30,7.794246968515191,3.634517050970013
2023-05-04 15:10:30,5.892147540363316,1.5787961751253758
2023-05-04 15:11:30,4.466457682385949,-0.5484120453231646
2023-05-04 15:12:30,3.2669060935780303,-1.7370447823077946
2023-05-04 15:13:30,2.708910491432896,-3.467247315869577
2023-05-04 15:14:30,1.2821860466782398,-5.142567349262781
2023-05-04 15:15:30,1.0071594304681961,-5.711884967470806
2023-05-04 15:17:30,1.2715918809539473,-0.27028519806308726
2023-05-04 15:18:30,1.6741731801207538,-0.29520190203378094
2023-05-06 14:53:29,-3.957677410822218,-5.652149105594043
2023-05-06 14:54:29,-4.169362734118499,-7.521729481398803
2023-05-06 15:06:29,-4.722946418552738,2.61797194933022
2023-05-06 15:07:29,-2.9231101943557056,0.674853163031595
2023-05-06 15:08:29,-0.9647307453594973,3.364415935784116
2023-05-06 15:09:29,-0.09424299476133058,5.399177553844513
2023-05-07 15:04:31,-2.6962997438373497,0.14130708185594837
2023-05-07 15:05:31,-2.46201938253052,-0.43412044416732604
2023-05-07 15:06:31,-4.3832566716036805,-0.38348526808969585
2023-05-09 15:24:33,-8.175325800837403,2.9755752469333174
2023-05-09 15:25:33,-8.123117854302127,4.319138377630196
2023-05-09 15:27:33,-4.628070789743084,5.515519990456641
2023-05-09 15:28:33,-4.466040087123224,6.877098657152476
2023-05-09 15:43:33,-0.7309292618068415,2.390761889907589
2023-05-11 15:22:38,-0.6702813887283114,5.459003834027271
2023-05-11 15:23:38,1.9017821778331467,4.078385041664925
2023-05-11 15:24:38,2.987030992973688,3.0931611414561995
2023-05-11 15:25:38,2.3846366890494215,3.8162164327039174
2023-05-12 10:15:38,-2.069549699963558,-8.964204596024164
2023-05-23 14:23:47,-3.849666814844304,-7.2401702614432
2023-05-23 14:24:47,-2.472738851862572,-6.441704942830692
2023-05-23 14:25:47,-1.5264719630123584,-7.853017467581312
2023-05-23 14:26:47,-2.0167434009322656,-9.488031727117914
2023-05-26 12:32:31,-3.398330111669122,-4.196588191867643
2023-05-26 12:33:31,-1.5241079422779067,-6.112863075538778
2023-05-31 15:31:03,-5.13570518799383,1.6686917696247157
2023-05-31 15:32:03,-2.475783243527776,2.7496358542663586
2023-05-31 15:33:03,-1.458782577963894,1.5106135807111678
2023-05-31 15:34:03,-0.5613615652079502,2.6409985219812757
2023-05-31 15:35:03,-0.7814167995011863,4.431634888554936
2023-05-31 15:36:03,-1.8276765426810309,4.761260175135728
2023-06-06 10:42:38,-3.9214025553257166,-6.275555911557553
2023-06-06 15:06:38,-4.703326778078577,-6.717046763169733
2023-06-06 15:22:38,-4.884653426419665,-5.424957225984977
2023-06-06 15:23:38,-4.594038854663813,-5.673165518635887
2023-06-06 15:24:38,-4.453431171325158,-5.909902774349967
2023-06-06 15:25:38,-4.5637920287744285,-5.438915546144743
2023-06-06 15:26:38,-4.249866066377677,-6.300685551418317
2023-06-07 13:38:38,-7.085437513097479,-8.150863466405939
2023-06-07 13:39:38,-5.536009744360395,-8.207471968294913
2023-06-07 13:40:38,-6.2302718713933904,-7.693745018424012
2023-06-07 13:41:38,-7.313537016191704,-6.819983600624985
2023-06-07 13:42:38,-8.937178556755166,-7.237184497073131
2023-06-07 13:43:38,-9.062123666477303,-7.08010696624507
2023-06-07 13:44:38,-8.705127059515492,-6.559783752357328
2023-06-07 16:20:38,-2.631345342504631,-8.606742803667318
2023-06-07 16:21:38,-2.952954217699641,-9.658678035226657
2023-06-11 15:20:54,-3.868410628902396,-6.19075110194191
2023-06-16 15:38:02,-4.718145059679283,-10.59712730865417
2023-06-16 15:39:02,-4.035837691242891,-11.08837292527372
2023-06-16 15:41:02,-4.532481090475575,-10.677856300048308
2023-06-16 15:42:02,-4.778245500000944,-9.79685510466092
2023-06-16 15:43:02,-4.460248506266301,-8.04650130568244
2023-06-16 15:44:02,-3.321214592158827,-7.824291254345743
2023-06-16 15:45:02,-1.2108059783525693,-8.61533219805166
2023-06-16 15:46:02,-0.4867243930593777,-9.287254673217538
2023-06-16 16:00:02,-4.023919848044598,-7.259343569256985
2023-06-16 16:01:02,-3.2590773627184344,-8.066499534731049
2023-06-16 16:02:02,-3.8880880080144347,-8.338031640737178
2023-06-16 16:03:02,-2.5957427527495582,-7.98887473687929
2023-06-16 16:04:02,-1.984588961882394,-6.921084210755896
2023-06-16 16:05:02,-2.71790111009228,-5.572523087054836
2023-06-22 13:09:57,-2.723596416544282,-7.095211241378733
2023-06-22 13:37:57,-5.1389819746111725,-9.270968895677594
2023-06-22 13:38:57,-4.001635676910324,-10.994403663195127
2023-06-22 13:42:57,-6.128953091429644,-10.200290878355137
2023-06-22 13:45:57,-5.0905010125865395,-9.183506924963655
2023-06-22 14:09:57,-3.4979351304518818,-7.8564909357263675
2023-06-22 14:10:57,-3.3175953902589863,-9.115018421623311
2023-06-22 14:19:57,-5.193208789485408,-8.310871342332975
2023-06-22 14:20:57,-4.892861711645515,-8.143089356670068
2023-06-22 14:21:57,-4.8752572309454845,-7.802042484639118
2023-06-22 14:22:57,-5.256413292625021,-7.792953182017393
2023-06-22 14:23:57,-5.877852522924732,-8.090169943749475
2023-06-22 14:24:57,-6.279747048321714,-8.037709686788563
2023-06-23 16:38:00,2.6354971831560663,1.9859895764017592
2023-06-23 16:39:00,1.8671608529944033,0.7167358990906014
2023-06-23 16:40:00,1.8061117631933938,-1.8702834808804922
2023-06-25 12:28:00,-3.4165878018367217,-7.673781844197848
2023-06-25 12:46:00,-3.243946486239173,-6.651075942613836
2023-06-28 13:36:02,-4.703326778078577,-6.717046763169733
2023-06-28 13:37:02,-3.200109371560265,-6.561196537983919
2023-06-28 13:38:02,-3.2253115459077026,-8.402223838474816
2023-06-28 14:45:02,-4.738350289172498,-7.8859391664594325
2023-06-28 14:50:02,-3.8027196585657155,-7.151875502157308
2023-06-28 14:51:02,-2.5909911446797924,-9.035859941820197
2023-06-29 15:25:05,-3.744033776257302,-10.873463619392144
2023-06-29 15:46:05,-7.059875842035245,-6.356740760409153
2023-06-29 15:47:05,-5.696198637763777,-5.898586362776939
2023-06-29 15:48:05,-4.599999999999999,-7.967433714816836
2023-06-29 15:49:05,-5.7231280537186136,-9.1589194384894
2023-06-29 15:51:05,-7.141673113777636,-9.140924741837974
2023-06-30 16:38:05,4.099375550141204,-0.07155486639286082
2023-07-03 14:08:09,0.27018280251773963,3.088203564084411
2023-07-03 14:09:09,1.3574669366897434,2.448935179990308
2023-07-04 16:10:13,0.8208483439816047,-2.25526228988618
2023-07-04 16:11:13,0.06281909406450148,-1.7989034886343724
2023-07-04 16:12:13,-0.8652475842498527,-2.6629582456264296
2023-07-05 12:45:13,-2.723596416544282,-7.095211241378733
2023-07-05 15:20:13,-1.9208521112972246,-5.578559596035969
2023-07-05 15:31:13,-2.9237170472273677,-9.563047559630354
2023-07-05 15:32:13,-4.357139620686758,-13.409896879761664
2023-07-05 15:36:13,-4.120672527575032,-10.19902240023466
2023-07-05 15:37:13,-3.555653269252391,-8.376594166417208
2023-07-05 15:38:13,-4.8752572309454845,-7.802042484639118
2023-07-05 15:39:13,-5.525181371549247,-7.604759747124507
2023-07-05 15:40:13,-4.956215218636746,-7.631902168303359
2023-07-05 15:41:13,-3.9499999999999997,-6.841600689897066
2023-07-05 15:42:13,-4.499999999999999,-7.794228634059948
2023-07-05 15:43:13,-3.895908571525485,-9.642712087494589
2023-07-08 11:23:13,-5.849367248147507,-6.9710044323827
2023-07-08 11:24:13,-4.6790272124750025,-5.988881727411086
2023-07-08 11:25:13,-4.94436551913652,-8.228806086740278
2023-07-08 11:30:13,-6.042203531053469,-7.200817765318393
2023-07-08 11:31:13,-5.1048302835243105,-7.290453194172027
2023-07-08 13:08:13,-3.345186379699726,-6.034875979261831
2023-07-09 10:43:16,-3.8458261818403647,-8.247400862033514
2023-07-09 10:44:16,-2.510544737494451,-9.369480515003962
2023-07-09 11:22:16,-1.157758762348901,-9.42918844059256
2023-07-09 11:23:16,-3.972611660362575,-8.51929319814451
2023-07-09 11:24:16,-3.945345437835262,-8.861390939133228
2023-07-09 12:05:16,-6.796660223338244,-8.393176383735286
2023-07-09 12:15:16,-4.818042065348787,-6.880877172027532
2023-07-09 12:16:16,-4.2663246581677665,-7.696653422826683
2023-07-09 12:17:16,-5.451775576455023,-11.691370452772784
2023-07-09 12:36:16,-6.929646455628166,-6.929646455628166
2023-07-09 12:37:16,-8.377276340472768,-7.282255221794631
2023-07-09 13:03:16,-6.994313653112738,-5.663883519448538
2023-07-09 13:04:16,-7.159831517589534,-3.3386842677515256
2023-07-09 13:05:16,-7.748717539926775,-2.9744539812259934
2023-07-09 13:06:16,-7.94577482960322,-5.563691432605146
2023-07-09 13:13:16,-4.654259923085381,-0.6541135745123077
2023-07-09 13:14:16,-4.030508652763321,-4.030508652763321
2023-07-09 13:15:16,-1.4883101639370495,-7.6566920308917785
2023-07-09 14:14:16,-3.521036720894181,-6.622106946441953
2023-07-09 14:15:16,-3.008629689367408,-7.087887371583791
2023-07-09 14:18:16,-5.39941592136693,-6.4347733221994154
2023-07-09 14:19:16,-5.048424097670398,-6.461688179575119
2023-07-10 11:17:16,-4.702282018339785,-6.47213595499958
2023-07-12 12:15:19,-4.030508652763321,-4.030508652763321
2023-07-12 12:16:19,-4.585161172596129,-3.7129903071940413
2023-07-15 15:33:22,-5.013743355555006,-5.975146656328028
2023-07-15 15:34:22,-5.72681555855352,-7.072028249258435
2023-07-15 16:04:22,-6.641444305960395,-5.773319455116464
2023-07-15 16:05:22,-6.1129936600391765,-6.330190242980131
2023-07-16 14:08:24,-3.1945420401891713,-2.4072600926081935
2023-07-16 14:09:24,-4.329989591337347,-4.981083229470295
2023-07-17 08:37:24,-4.079024325749305,-12.553946015096026
2023-07-17 08:38:24,-3.93323164824519,-10.806465139037947
2023-07-17 08:39:24,-3.5669347976173884,-11.666918022749032
2023-07-17 08:40:24,-5.356874285847542,-13.25872912030506
2023-07-17 08:44:24,-6.249999999999999,-10.825317547305485
2023-07-17 08:45:24,-4.8178481838439735,-10.33190877221781
2023-07-17 08:46:24,-4.415261751928794,-10.401704844012578
2023-07-17 08:48:24,-5.023345721809031,-9.447539243590517
2023-07-17 08:49:24,-3.708605274817529,-9.179120160211196
2023-07-17 08:50:24,-5.1246616784977945,-13.350200098909985
2023-07-17 08:57:24,-4.920897550542573,-7.295530638484368
2023-07-17 08:58:24,-3.5946434036704344,-7.370111179653169
2023-07-17 08:59:24,-3.6336839561343464,-8.993683389297837
2023-07-17 09:00:24,-3.660629787682202,-8.221909118783408
2023-07-17 09:01:24,-2.425608731189593,-8.459102924257207
2023-07-17 10:35:24,-4.195593846258214,-10.384459171148018
2023-07-17 10:36:24,-4.192905009680013,-10.92289099001726
2023-07-17 10:37:24,-4.587109754179844,-11.949829459164183
2023-07-17 10:40:24,-6.372276709675816,-9.81244564496146
2023-07-17 10:41:24,-3.946384397741665,-9.297099019869647
2023-07-17 10:42:24,-2.183072753586473,-10.27054980770496
2023-07-17 10:43:24,-2.9246552096584844,-10.914961837066473
2023-07-17 10:51:24,-3.8345370601347124,-9.989310563520059
2023-07-17 10:52:24,-3.3859994189241203,-9.302956945780494
2023-07-17 10:53:24,-4.383711467890774,-8.98794046299167
2023-07-17 10:54:24,-5.476516710683639,-7.267583141430364
2023-07-17 10:55:24,-5.621049076240252,-8.027690034032121
2023-07-17 10:56:24,-5.832132012021653,-12.50704746110577
2023-07-17 10:59:24,-3.8027196585657155,-7.151875502157308
2023-07-17 11:00:24,-4.268444443581064,-9.153708649070165
2023-07-17 11:28:24,-4.635342674190487,-7.714505706319011
2023-07-17 11:29:24,-3.25252079864059,-11.342888012072164
2023-07-17 11:35:24,-4.822082614679852,-9.886734509290838
2023-07-17 11:36:24,-8.629973679106213,-8.047580648737483
2023-07-17 11:38:24,-8.488209643996084,-8.196968771416168
2023-07-17 11:39:24,-4.956215218636746,-7.631902168303359
2023-07-17 11:40:24,-4.799999999999999,-8.313843876330612
2023-07-17 11:48:24,-5.621049076240252,-8.027690034032121
2023-07-17 12:07:24,-5.353044850870866,-5.945158603819154
2023-07-17 12:08:24,-6.833728103217187,-6.599254519360474
2023-07-17 13:14:24,-7.3620546488120215,-5.348845795861505
2023-07-17 13:15:24,-5.6605863885187375,-6.070235723439115
2023-07-17 13:16:24,-4.366085533908785,-8.211412613588022
2023-07-17 15:17:24,-4.033014550459511,-8.268905225952336
2023-07-17 15:18:24,-3.972611660362575,-8.51929319814451
2023-07-17 15:19:24,-5.417820982865793,-6.934494631739153
2023-07-17 15:20:24,-5.407624321090752,-7.442956348249516
2023-07-17 15:21:24,-4.415261751928794,-10.401704844012578
2023-07-17 16:12:24,-5.219545570794518,-7.454283603029825
2023-07-17 16:13:24,-4.473543227765975,-6.632300580440334
2023-07-17 16:14:24,-4.411767544241667,-7.959039334968501
2023-07-17 16:15:24,-4.646734155964221,-9.52721689077117
2023-07-17 16:18:24,-3.8345370601347124,-9.989310563520059
2023-07-18 12:54:24,-5.773319455116464,-6.641444305960395
2023-07-18 14:03:24,-3.558762637451164,-8.80824661838448
2023-07-19 14:12:30,-5.018479547691436,-5.573586191080457
2023-07-19 14:13:30,-7.17089785782117,-5.60251942546349
2023-07-19 14:16:30,-3.2821414793099,-7.7322407690005
2023-07-19 14:17:30,-4.1206887798173275,-8.44866403521217
2023-07-24 14:55:30,-2.2915349602819806,-6.295940559265587
2023-07-24 14:56:30,-2.571988420211538,-7.469596747234603
2023-07-26 12:11:33,2.7168280335727903,-0.6773813076790688
2023-07-27 13:59:36,-6.04245432284467,-5.835130311855577
2023-07-28 11:05:36,-3.8027196585657155,-7.151875502157308
2023-07-28 12:00:36,-4.090582541823943,-5.05144874947031
2023-07-28 12:01:36,-2.0672801686274935,-7.209462719537392
2023-07-28 12:41:36,-4.223312214262443,-7.028771865757321
2023-07-28 12:59:36,-4.51966221440197,-3.7924468971505823
2023-07-28 13:00:36,-3.585490038984086,-4.935003665687179
2023-07-28 13:01:36,-3.4384339307056093,-8.100442710381476
2023-07-28 13:04:36,-6.037676641782176,-5.248472231924058
2023-07-28 13:05:36,-5.356254835333226,-6.85569355637848
2023-07-29 11:26:36,-7.6181140118876245,-5.334260858064729
2023-07-29 13:01:36,-7.666900896454011,-5.777424222259664
2023-07-29 14:01:36,-5.6687288790804375,-4.756628311680392
2023-07-29 14:02:36,-5.334260858064729,-7.6181140118876245
2023-07-29 14:15:36,-3.6999999999999997,-6.408587988004847
2023-07-29 14:16:36,-3.811281754334401,-6.343038025195631
2023-07-29 14:17:36,-4.268444443581064,-9.153708649070165
2023-07-29 14:34:36,-6.651075942613836,-3.243946486239173
2023-07-29 14:35:36,-5.466982482573749,-5.279403615488379
2023-07-29 15:11:36,-4.37782363673546,-7.285922055967955
2023-07-29 15:12:36,-4.085914497655921,-8.01905871769531
2023-07-29 15:13:36,-3.7964235909149227,-10.430588090723584
2023-07-29 16:04:36,-4.766900247265241,-9.355568503977864
2023-07-29 16:05:36,-4.690571270643128,-9.617096295401087
2023-07-29 16:06:36,-5.609782060654779,-8.638306849837868
2023-07-29 16:10:36,-4.499999999999999,-7.794228634059948
2023-07-30 09:49:39,-3.9854575105905923,-9.389149505214892
2023-07-30 09:50:39,-2.114539910832331,-9.159078608981211
2023-07-30 09:51:39,-1.3283758431161075,-10.81875305289041
2023-07-30 09:52:39,-1.4752348701766935,-10.496841528660646
2023-07-30 09:53:39,-2.9237170472273677,-9.563047559630354
2023-07-30 09:54:39,-2.3494021062406807,-11.053067888292006
2023-07-30 09:55:39,-1.783352901458632,-11.259647082784571
2023-07-30 10:20:39,-4.605691392340202,-8.30888721782426
2023-07-30 10:41:39,-4.141749961986302,-9.757351446595868
2023-07-30 12:00:39,-6.2893021995294625,-8.656481839811937
2023-07-30 12:01:39,-7.112347810752971,-10.1574853491835
2023-07-30 12:08:39,-4.208363009175143,-8.628422844472004
2023-07-30 12:09:39,-5.599999999999999,-9.699484522385713
2023-07-30 12:12:39,-7.159697488039782,-7.951649632608118
2023-07-30 12:18:39,-7.10141727319417,-9.423899018558055
2023-07-30 13:31:39,-5.664245964156282,-8.72217390663241
2023-07-30 13:32:39,-9.616835841638483,-6.486637680260663
2023-07-30 14:04:39,-3.4886054619218205,-9.584864732016266
2023-07-30 14:05:39,-4.3927557452186425,-9.86629094254009
2023-07-30 15:06:39,-5.246200715908729,-8.395676151948617
2023-07-30 15:07:39,-6.341313195854281,-8.116510762149236
2023-07-30 15:08:39,-6.0392833574840665,-8.953605783594451
2023-07-30 15:25:39,-6.680146756987735,-8.864854161524951
2023-07-30 15:26:39,-7.427349730583326,-8.248907562799076
2023-07-30 15:49:39,-9.131985920695541,-7.938314250785138
2023-07-30 15:50:39,-8.273149339882606,-8.273149339882606
2023-07-30 15:51:39,-7.342143282454988,-9.743353222576973
2023-07-30 15:52:39,-6.941942361454984,-11.10943005964918
2023-07-30 15:54:39,-5.882101578162293,-9.05764213381058
2023-07-30 16:05:39,-5.977924770084815,-7.124213321006496
2023-07-30 16:06:39,-5.974061985947376,-6.1863222829124
2023-07-30 16:07:39,-6.069785404556237,-6.509047944410617
2023-07-30 16:08:39,-6.800509761618146,-9.02458126353441
2023-07-31 12:24:39,-5.412155363028601,-6.68345526852995
2023-07-31 12:25:39,-5.187462936635806,-9.358430866391533
2023-07-31 13:06:39,-1.4119865657864317,-7.264041157512714
2023-07-31 13:07:39,-0.7921507321334585,-6.451549985668593
2023-07-31 13:08:39,-1.9570741727916254,-8.477019563631545
2023-07-31 13:50:39,-5.294688687800661,-6.776892481017808
2023-07-31 13:51:39,-4.063365737149344,-5.200870973804364
2023-07-31 13:52:39,-3.6149310334513594,-6.798696465013738
2023-07-31 13:53:39,-4.326319829244455,-7.200205325897744
2023-07-31 13:54:39,-4.358308797499649,-8.553662632208331
2023-07-31 13:55:39,-4.37782363673546,-7.285922055967955
2023-07-31 13:56:39,-5.36825187331917,-7.9587606965284
2023-07-31 14:18:39,-3.8458261818403647,-8.247400862033514
2023-07-31 14:31:39,-3.744033776257302,-10.873463619392144
2023-07-31 14:35:39,-6.788225099390856,-6.788225099390856
2023-07-31 14:36:39,-9.584078918181204,-6.710844305307238
2023-07-31 14:43:39,-6.019473086366893,-5.419957911506751
2023-07-31 14:44:39,-7.717237675023477,-4.822265304522165
2023-07-31 16:20:39,-5.722215156175936,-5.1523056689632085
2023-07-31 16:21:39,-5.538916462607614,-5.348869452534279
2023-07-31 16:22:39,-4.932757352618996,-7.044707580885329
2023-08-02 11:27:42,-1.7365153416470946,-6.055948684411409
2023-08-02 11:28:42,-1.289052483070108,-6.064515124549596
2023-08-02 11:29:42,-2.8601401483591444,-5.613341102386718
2023-08-02 13:31:42,-4.592413202933551,-5.282967061559404
2023-08-02 13:32:42,-5.515432893255071,-5.515432893255071
2023-08-02 15:57:42,-4.937396119256775,-6.795742752749559
2023-08-02 15:58:42,-5.416335208368435,-7.187719590425635
2023-08-02 16:11:42,-3.3686587257258225,-8.775656009073696
2023-08-02 16:12:42,-3.939374668931596,-11.440774764751733
2023-08-02 16:16:42,-4.571554203324503,-10.769906785393552
2023-08-02 16:17:42,-3.7964235909149227,-10.430588090723584
2023-08-02 16:18:42,-3.659615533584655,-10.05471104240922
2023-08-02 16:19:42,-3.8880880080144347,-8.338031640737178
2023-08-02 16:20:42,-4.588611490808368,-6.553216354311934
2023-08-02 16:21:42,-4.849999999999999,-8.400446416709055
2023-08-02 16:22:42,-3.7964235909149227,-10.430588090723584
2023-08-02 16:23:42,-3.491892036436906,-10.746938634135235
2023-08-02 16:32:42,-2.1631189606246317,-6.657395614066075
2023-08-02 16:33:42,-3.4988162617413807,-4.99682747016285
2023-08-02 16:34:42,-4.5847452450293815,-4.747642682235098
2023-08-03 11:24:42,-3.7681211478382384,-7.395354150763454
2023-08-03 11:25:42,-2.225681439516943,-8.926720681739166
2023-08-03 11:35:42,-5.91364600911616,-7.047608876694597
2023-08-03 11:36:42,-6.958958306132126,-7.7287061849649
2023-08-03 11:38:42,-7.094270054094057,-6.166954872510769
2023-08-03 11:39:42,-6.460322845268675,-6.689860143149456
2023-08-03 11:40:42,-3.592255224795945,-7.703616189811524
2023-08-03 11:41:42,-3.8589192477861474,-7.573555455601127
2023-08-03 13:27:42,-6.624393002952697,-7.357133772226203
2023-08-03 13:28:42,-4.677471395371702,-10.50577276288991
2023-08-03 14:09:42,-7.7735086762945524,-6.7574079986022255
2023-08-03 14:10:42,-7.863859625174321,-5.506333788970042
2023-08-03 14:11:42,-7.494262791219212,-8.323222045346816
2023-08-03 14:15:42,-6.833728103217187,-6.599254519360474
2023-08-03 14:16:42,-5.223359245713651,-6.450311480092859
2023-08-03 14:17:42,-6.801589425058286,-6.3425847485812366
2023-08-03 14:18:42,-7.094270054094057,-6.166954872510769
2023-08-03 14:19:42,-7.28319984622144,-7.28319984622144
2023-08-03 14:48:42,-9.38459713474939,-6.818308926592688
2023-08-03 14:49:42,-5.849999999999999,-10.132497224277932
2023-08-03 14:50:42,-3.638413096784389,-12.688654386385808
2023-08-03 14:51:42,-4.270515164941397,-10.569895942061377
2023-08-03 14:52:42,-4.596124066756543,-10.32306367136139
2023-08-03 14:53:42,-3.744033776257302,-10.873463619392144
2023-08-03 14:54:42,-4.268444443581064,-9.153708649070165
2023-08-03 14:55:42,-6.956974671179939,-8.904521515755958
2023-08-03 15:00:42,-4.504313745982242,-7.20840881732962
2023-08-03 15:01:42,-5.253388364082552,-8.743106467161546
2023-08-03 15:46:42,-4.4079257794071935,-11.483039245915583
2023-08-03 15:47:42,-6.981258531547254,-12.594523782807299
2023-08-03 15:48:42,-6.489479743866682,-10.800307988846615
2023-08-03 15:49:42,-4.069601930714459,-11.818982194991461
2023-08-03 15:50:42,-4.658783344088904,-12.136545544463623
2023-08-03 15:51:42,-5.029157314714324,-10.785062665736135
2023-08-03 15:52:42,-4.297499638834468,-12.480845197910982
2023-08-03 15:53:42,-4.542549817311727,-13.980530789538756
2023-08-03 15:54:42,-3.969177923764788,-13.842168421511792
2023-08-03 15:55:42,-4.719877977894228,-12.967758166845536
2023-08-03 15:56:42,-5.694313003061203,-12.789636406996411
2023-08-03 16:04:42,-5.759686905748693,-8.53908699731693
2023-08-03 16:05:42,-4.02453062343952,-9.481199990560137
2023-08-03 16:06:42,-4.690571270643128,-9.617096295401087
2023-08-03 16:07:42,-5.882103832988574,-9.413333867336327
2023-08-04 08:57:42,-1.9837168312888784,-5.450217200558269
2023-08-04 08:58:42,-2.6624950489664063,-5.709739058330895
2023-08-04 09:01:42,-4.50118917641249,-4.826934430686525
2023-08-06 15:34:47,-6.316731016557851,-5.6876101540502955
2023-08-06 15:35:47,-4.934883189846795,-6.548811182387801
2023-08-06 15:36:47,-3.858447912183894,-9.549993702037911
2023-08-06 15:39:47,-4.934883189846795,-6.548811182387801
2023-08-06 15:40:47,-2.9237170472273677,-9.563047559630354
2023-08-08 08:47:47,-2.5499999999999994,-4.416729559300637
2023-08-08 08:48:47,-1.8467702839738944,-6.440453362786736
2023-08-11 11:50:30,1.1183858069414931,-1.6580751451100837
2023-08-11 11:51:30,-1.9077093512395378,-3.0529731461631333
2023-08-12 13:39:30,-2.622246153911384,-6.490286981967512
2023-08-12 13:40:30,-5.407624321090752,-7.442956348249516
2023-08-13 11:00:33,-4.809058969848423,-7.129723123973359
2023-08-13 11:03:33,-5.338882021819944,-4.9785880284562385
2023-08-13 11:04:33,-5.265746651658027,-4.9103881924499895
2023-08-13 11:05:33,-5.232590180780452,-5.232590180780452
2023-08-13 11:06:33,-5.445289940621211,-6.264089515849008
2023-08-13 11:34:33,-3.144913849886634,-3.492780679743753
2023-08-13 11:35:33,-4.70578868443124,-5.046340541172277
2023-08-13 13:24:33,-4.806865597001004,-3.7555349994865153
2023-08-13 14:24:33,-4.504313745982242,-7.20840881732962
2023-08-13 14:25:33,-2.767329312885832,-8.036907892594193
2023-08-13 14:26:33,-3.904671773527682,-8.770036393368969
2023-08-14 11:43:33,-3.2541606154033857,-6.978569960182205
2023-08-14 11:44:33,-2.2220249558927994,-7.267916145319069
2023-08-14 11:45:33,-3.671144615475938,-9.086401774754517
2023-08-14 11:48:33,-3.1807873329287193,-8.739141373308948
2023-08-14 11:49:33,-2.734772497440116,-7.942356035034262
2023-08-14 11:50:33,-3.2863009395012357,-6.180633150012489
2023-08-14 11:51:33,-2.5351464390438103,-4.767917001438206
2023-08-14 13:57:33,-4.884653426419665,-5.424957225984977
2023-08-14 16:16:33,-3.2499999999999996,-5.629165124598852
2023-08-14 16:17:33,-4.055718240818065,-5.582217261187138
2023-08-14 16:18:33,-5.235790701422819,-6.948128937411447
2023-08-14 16:53:33,-0.7654520552803599,-5.446474378078637
2023-08-14 16:54:33,-0.7237001249923403,-5.149393957456166
2023-08-15 10:31:33,-2.851883807700809,-4.228091620030712
2023-08-15 10:32:33,-3.1152618371501077,-4.287790070187222
2023-08-15 10:50:33,-0.7821723252011543,-4.938441702975689
2023-08-15 10:51:33,-3.5561739053764856,-5.07874267459175
2023-08-15 12:56:33,1.0042103753008295e-15,-4.1
2023-08-15 12:57:33,-0.8799847533485705,-3.2841478093828322
2023-08-15 12:58:33,-2.4725290632563186,-4.460560506410918
2023-08-15 15:27:33,-6.156001578501495,-6.836932394392027
2023-08-15 15:28:33,-7.282255221794631,-8.377276340472768
2023-08-16 10:34:35,-2.2335839587113977,-3.0742645786248
2023-08-16 10:35:35,-2.633144898489371,-5.167837840292534
2023-08-16 10:53:35,-0.2303366782365064,-6.595979458326032
2023-08-16 10:54:35,-1.6218764607006309,-8.343831059305144
2023-08-16 11:05:35,-1.8557384804057933,-5.389455880916106
2023-08-16 11:06:35,-2.0672801686274935,-7.209462719537392
2023-08-16 11:29:35,-2.3115338966458125,-6.713181886755149
2023-08-16 11:43:35,-2.490620541896063,-3.9858260519352022
2023-08-16 11:44:35,-1.433471798181201,-3.734321705988807
2023-08-16 11:45:35,-0.9871416815816945,-8.039623828294708
2023-08-16 13:12:35,-0.5330951626650327,-5.072061666378193
2023-08-16 13:13:35,-0.5484120453231637,-4.466457682385949
2023-08-16 13:14:35,-1.6450688900777406,-6.598010938676776
2023-08-17 12:34:35,-3.9143503242952282,-5.803263007885292
2023-08-17 12:35:35,-4.694157180585976,-6.229356978368884
2023-08-17 12:36:35,-6.339560473871285,-5.510895843520261
2023-08-17 12:37:35,-6.021141482710624,-3.762426776055755
2023-08-17 12:38:35,-5.910080652050415,-4.617461064942437
2023-08-17 12:39:35,-5.235943898660441,-9.445892837105475
2023-08-17 13:15:35,-2.18892891728428,-6.014032773029815
2023-08-17 13:16:35,-4.216446620033911,-5.2068779417617055
2023-08-18 12:11:38,-3.9386675750301894,-3.5463922137019486
2023-08-18 12:12:38,-3.94005376803361,-3.0783073766282913
2023-08-18 12:13:38,-5.111267264302675,-3.8516161481731097
2023-08-18 13:07:38,-5.034563128398699,-6.217167691655767
2023-08-18 13:08:38,-4.301823272632845,-6.143640332167439
2023-08-18 13:09:38,-4.874701687531591,-6.468947631383072
2023-08-18 13:10:38,-6.018150231520483,-7.986355100472928
2023-08-18 14:20:38,-6.166954872510769,-7.094270054094057
2023-08-18 14:21:38,-6.559783752357326,-8.705127059515492
2023-08-18 16:07:38,-6.022175457229724,-6.688303429296548
2023-08-18 16:08:38,-4.319138377630195,-8.123117854302128
2023-08-18 17:28:38,-2.4283430176122476,-6.67181760757995
2023-08-18 17:29:38,-2.9695565765184804,-6.995836886238546
2023-08-19 11:59:38,-3.6906731629069296,-5.471647978863275
2023-08-19 12:31:38,-3.811281754334401,-6.343038025195631
2023-08-19 12:32:38,-3.0911984873760816,-6.942945478083766
2023-08-19 12:33:38,-2.872969203935617,-7.8934180146016315
